Date,Open,High,Low,Close,Turnover
27/02/2004,3736.34,3760.06,3725.44,3725.44,3963742744
01/03/2004,3735.3,3755.72,3733.45,3748.87,3097156187
02/03/2004,3767.83,3785.36,3758.99,3785.36,3445921926
03/03/2004,3773.83,3782.17,3742.52,3758.51,4162117159
04/03/2004,3772.13,3778.46,3754.73,3776.94,3403147515
05/03/2004,3776.63,3789.33,3729.98,3761.11,4740454546
08/03/2004,3772.75,3785.58,3769.52,3781.38,2649951938
09/03/2004,3759.19,3767.13,3728.7,3737.03,3622673149
10/03/2004,3717.93,3761.25,3713.66,3758.09,3881985802
11/03/2004,3712.17,3712.17,3618.02,3646.43,6619824279
12/03/2004,3597.95,3667.64,3569.73,3661.78,5092946290
15/03/2004,3652.1,3663.22,3565.81,3573.84,4148719111
16/03/2004,3572.39,3600.77,3543.11,3588.04,3925864325
17/03/2004,3602.93,3660.04,3597.39,3656.04,4047720647
18/03/2004,3648.57,3653.57,3585.07,3589.98,3355295970
19/03/2004,3623.9,3625.45,3592.82,3613.28,3305412549
22/03/2004,3580.43,3581.7,3512.68,3539.22,3777927372
23/03/2004,3531.6,3568.03,3525.12,3539.91,3849164634
24/03/2004,3538.32,3562.66,3489.53,3518.45,4220489103
25/03/2004,3542.17,3579.34,3537.43,3570.4,4334392084
26/03/2004,3602.66,3606.86,3577.5,3592.39,3549367125
29/03/2004,3594.42,3640.61,3584.6,3634.18,2550750502
30/03/2004,3628.91,3633.59,3602.59,3620.1,5863300888
31/03/2004,3632.12,3659.95,3617.73,3625.23,3795468342
01/04/2004,3647.96,3673.06,3624.19,3669.98,3703591048
02/04/2004,3674.9,3751.93,3669.31,3739.91,4091459077
05/04/2004,3753.19,3794.2,3747.5,3781.2,3300674159
06/04/2004,3766.67,3785.63,3742.76,3746.11,4211560064
07/04/2004,3752.78,3769.23,3727.23,3734.56,3762576130
08/04/2004,3756.63,3765.95,3731.79,3740.11,3342583032
13/04/2004,3765.8,3794.25,3764.55,3774.69,3120548451
14/04/2004,3745.74,3751.01,3696.81,3731.43,3811152991
15/04/2004,3719.46,3747.47,3713.84,3722.76,3055455616
16/04/2004,3721.85,3754.55,3721.85,3751.59,4700290080
19/04/2004,3741.95,3754.96,3721.98,3743.43,2551919191
20/04/2004,3767.4,3789.25,3765.32,3773.43,3454710589
21/04/2004,3733.69,3758.51,3729.89,3743.15,8182345615
22/04/2004,3761.84,3785.95,3737.11,3785.55,5067631301
23/04/2004,3808.92,3829.22,3808.92,3811.43,3584114191
26/04/2004,3790.14,3831.54,3785.02,3785.55,5709781447
27/04/2004,3787.31,3801.48,3777.54,3782.09,4418281504
28/04/2004,3779.15,3781.44,3722.59,3722.59,5496039711
29/04/2004,3717.42,3723.66,3667.25,3689.39,6013815100
30/04/2004,3680.65,3696.3,3661.91,3674.28,5955608037
03/05/2004,3652.3,3709.56,3651.95,3705.48,2309592784
04/05/2004,3702.48,3712.52,3673.24,3700.79,4267449682
05/05/2004,3684.63,3734.69,3681.59,3729.38,3569503374
06/05/2004,3700.06,3719.85,3655.14,3655.14,4167301484
07/05/2004,3655.37,3666.1,3623.6,3653.18,5738684459
10/05/2004,3593.3,3598.25,3553.35,3553.35,5126867231
11/05/2004,3570.35,3608.05,3570.35,3606.41,4935296709
12/05/2004,3613.44,3613.53,3563.85,3564.34,4073769644
13/05/2004,3591.15,3614.24,3578.54,3614.24,4162185186
14/05/2004,3603.98,3621.48,3575.36,3603.26,4594139237
17/05/2004,3553.07,3557.68,3520.61,3553.02,4477626995
18/05/2004,3570.68,3572.93,3542.72,3569.14,4296775674
19/05/2004,3598.02,3652.49,3597,3643.32,4515352951
20/05/2004,3615.39,3619.46,3594.51,3609.97,1893998054
21/05/2004,3627.08,3639.57,3591.48,3607.02,2621615354
24/05/2004,3605,3644.2,3593.59,3628.82,3000896654
25/05/2004,3611.19,3621.3,3598.31,3610.53,4014220910
26/05/2004,3664.15,3668.04,3640.1,3659.92,4739862519
27/05/2004,3670.47,3694.82,3668.93,3679.37,5555663135
28/05/2004,3689.86,3696.69,3652.03,3652.03,4513196997
31/05/2004,3645.82,3677.73,3644.62,3669.63,976059710.6
01/06/2004,3668.14,3669.17,3613.42,3624.47,3392547351
02/06/2004,3641.63,3673.71,3636.31,3646.23,3710381558
03/06/2004,3642.87,3654.37,3618.23,3654.37,2936497906
04/06/2004,3665,3704.64,3654.6,3698.87,5524372379
07/06/2004,3711.99,3729.52,3706.46,3722.23,3107087954
08/06/2004,3738.11,3738.12,3711.51,3723.46,3802627579
09/06/2004,3722.3,3735.02,3695.07,3699.29,3549582795
10/06/2004,3691.92,3716.77,3691.92,3711.38,3168741372
11/06/2004,3708.56,3708.56,3686.43,3699.38,2316116591
14/06/2004,3689.4,3695.99,3636.76,3647.1,2821862220
15/06/2004,3650.92,3694.91,3640.8,3683.43,3687085282
16/06/2004,3695.04,3720.25,3692.6,3714.5,2987359758
17/06/2004,3704.99,3736.2,3704.99,3718.08,3973489260
18/06/2004,3709.2,3744.17,3699.99,3740.9,8383276345
21/06/2004,3753.3,3756.32,3726.21,3740.28,4046167059
22/06/2004,3731.69,3732.48,3693.8,3700.32,4672630970
23/06/2004,3721.7,3737.18,3715.4,3720.14,6742607091
24/06/2004,3752.55,3768.05,3740.56,3755.75,3684003676
25/06/2004,3741.6,3756.8,3731.57,3742.38,2540427395
28/06/2004,3739.15,3778.76,3732.69,3771.58,3004678729
29/06/2004,3756.18,3763.94,3746.17,3756.48,5418698373
30/06/2004,3763.06,3770.53,3732.99,3732.99,4153869057
01/07/2004,3749.31,3773.64,3708.38,3716.2,3621743441
02/07/2004,3708.25,3717.83,3673.33,3685.06,2993857787
05/07/2004,3683.7,3702.6,3683.7,3688.18,1352182831
06/07/2004,3682.81,3689.95,3650.52,3660.68,2547866508
07/07/2004,3663.17,3680.92,3657.28,3660.4,2884674103
08/07/2004,3651.08,3670.41,3627.96,3670.41,2981551465
09/07/2004,3648.49,3676.02,3635.28,3668.48,2826548123
12/07/2004,3650.86,3680.83,3644.85,3651.63,2141636729
13/07/2004,3670.33,3670.99,3656.18,3656.18,2472989981
14/07/2004,3636.77,3651.49,3617.42,3648.75,2249264066
15/07/2004,3640.04,3645.88,3610.37,3610.55,2668199360
16/07/2004,3611.61,3637.32,3607.9,3610.4,2238223583
19/07/2004,3601.05,3615.95,3588.69,3592.63,2021610960
20/07/2004,3586.84,3610.08,3564.25,3607.39,2552424645
21/07/2004,3639.45,3657.51,3633.18,3637.47,2964529076
22/07/2004,3596.73,3599.25,3568.59,3572.84,3147754881
23/07/2004,3581.36,3587.76,3560.66,3567.29,2389878231
26/07/2004,3568.33,3582.01,3530.96,3532.61,2437352325
27/07/2004,3538.21,3567.61,3536.36,3565.1,3184781357
28/07/2004,3589.97,3602.66,3564.62,3575.92,3783477531
29/07/2004,3588.06,3646.56,3588.06,3643.79,4180564254
30/07/2004,3638.1,3662.06,3620.98,3647.1,3462643385
02/08/2004,3622.85,3628.36,3607.26,3623.79,2574991751
03/08/2004,3637.28,3655.11,3626.52,3650.8,2860244105
04/08/2004,3623.09,3631.16,3592.87,3607.58,3304316650
05/08/2004,3624.82,3652.6,3622.98,3622.98,2724006954
06/08/2004,3576.32,3595.62,3525.87,3528.64,3918489417
09/08/2004,3529.34,3532.39,3482.03,3497.3,2920852335
10/08/2004,3494.61,3533.06,3494.61,3533.06,2644717664
11/08/2004,3539.53,3542.35,3477.14,3502.95,2892932329
12/08/2004,3513.38,3535.07,3477.24,3494.23,3205248081
13/08/2004,3467.02,3495.92,3460.9,3484.84,2594859919
16/08/2004,3470.33,3521.5,3452.41,3516.68,2195723073
17/08/2004,3512.74,3553.77,3507.16,3533.13,2652495671
18/08/2004,3527.86,3545.79,3510.78,3541.48,1961284366
19/08/2004,3557.31,3572.15,3534.47,3544.42,2496137655
20/08/2004,3545.4,3545.41,3511.3,3538.02,1888947457
23/08/2004,3567.09,3595.52,3555.27,3589.69,1916175352
24/08/2004,3592.55,3612.78,3584.57,3594.38,2286927198
25/08/2004,3607.12,3612.03,3586.16,3595.26,1976370266
26/08/2004,3624.26,3633.63,3614.91,3629.84,2225221648
27/08/2004,3635.16,3649.24,3622.73,3649.24,2228238743
30/08/2004,3650.78,3656.57,3631.88,3636.71,1864869621
31/08/2004,3621.14,3630.85,3583.74,3594.28,4450821893
01/09/2004,3606.08,3627.81,3601.07,3613.23,4037477885
02/09/2004,3610.69,3640.82,3601.38,3633.38,3814432703
03/09/2004,3633.85,3674.3,3624.75,3665.94,3226150047
06/09/2004,3671.27,3681.84,3664.29,3673.03,1855955124
07/09/2004,3673.58,3688.63,3664.3,3682.14,3245718645
08/09/2004,3682.26,3686.13,3670.85,3677.55,3533511074
09/09/2004,3663.69,3664.54,3635.52,3652.02,3409811403
10/09/2004,3656.77,3683.72,3655.98,3677.61,2598276433
13/09/2004,3691.11,3725.4,3691.11,3725.4,2884102443
14/09/2004,3716.6,3716.72,3699.09,3708.03,3146492686
15/09/2004,3708.49,3720.75,3686.16,3691.85,3229950727
16/09/2004,3692.59,3703.84,3677.48,3691.68,2794020850
17/09/2004,3701.28,3736.67,3684.71,3726.22,3975780505
20/09/2004,3716.7,3719.88,3685.27,3703.69,2572767256
21/09/2004,3696.56,3734.48,3695.35,3731.14,3345519006
22/09/2004,3723.46,3740.51,3690.12,3692.11,3918536551
23/09/2004,3682.04,3685.51,3642.04,3653.1,4785210930
24/09/2004,3648.77,3676.2,3644.91,3673.51,2900059262
27/09/2004,3678.42,3678.42,3646.08,3656.93,2346059032
28/09/2004,3647.02,3682.57,3643.51,3667.47,3159565965
29/09/2004,3668.17,3695.8,3668.17,3682.67,7984654422
30/09/2004,3700.73,3709.25,3634.07,3640.61,8381765266
01/10/2004,3656.3,3730.16,3656.3,3730.16,6000428608
04/10/2004,3749.05,3779.33,3749.05,3767.06,4252799162
05/10/2004,3764.88,3782.38,3752.25,3770.24,3849071460
06/10/2004,3771.3,3778.68,3750.11,3764.59,3626019056
07/10/2004,3773.24,3787.39,3749.68,3758.7,3420383877
08/10/2004,3741.46,3771.28,3717.02,3737.87,4772950375
11/10/2004,3733.83,3735.41,3714.58,3727.64,2503189829
12/10/2004,3719.71,3719.86,3671.28,3688.73,3004520265
13/10/2004,3701.45,3717.61,3685.58,3694.32,3794725262
14/10/2004,3675.23,3685.42,3662.87,3664.95,164218059.3
15/10/2004,3647.59,3670.76,3638.14,3670.76,3431791575
18/10/2004,3679.77,3683.5,3653.17,3659.81,2363199883
19/10/2004,3689.19,3723.44,3689.19,3700.56,3649848273
20/10/2004,3662.95,3673.67,3650.62,3665.68,3248703136
21/10/2004,3696.02,3696.02,3651.92,3687.53,3614703297
22/10/2004,3689.05,3712.17,3679.15,3687.17,3201266952
25/10/2004,3636.27,3636.27,3599.37,3609.06,3199219825
26/10/2004,3612.39,3623.3,3600.75,3619.48,2527764932
27/10/2004,3637.06,3680.4,3628.74,3678.39,3820448457
28/10/2004,3699.9,3724.09,3699.01,3721.82,4209449096
29/10/2004,3708.51,3738.59,3706.82,3706.82,3283975293
01/11/2004,3697.94,3741.54,3697.94,3734.07,1859766535
02/11/2004,3738.93,3766.39,3731.53,3765.84,3108015001
03/11/2004,3790.2,3798.2,3765.21,3769.93,3872767303
04/11/2004,3748.71,3768.01,3741.46,3762.45,3157134334
05/11/2004,3796.19,3811.6,3776.01,3780.99,4003405262
08/11/2004,3782.35,3787.29,3770.51,3776.99,2310928290
09/11/2004,3784.16,3785.74,3767.12,3769.94,3318722393
10/11/2004,3782.03,3798.76,3780.07,3784.91,4137835870
11/11/2004,3780.12,3839.5,3776.54,3833.79,3227469623
12/11/2004,3844.41,3850.16,3826.32,3835.11,3637380508
15/11/2004,3848.09,3856.01,3820.56,3820.97,2997641269
16/11/2004,3827.26,3832.74,3781.81,3794.27,3985687425
17/11/2004,3801.5,3844.14,3793.98,3844.14,4333136231
18/11/2004,3826.68,3839.87,3819.76,3830.39,3862941296
19/11/2004,3837.92,3844.38,3792.95,3798.78,5911850124
22/11/2004,3776.52,3783.11,3754.16,3774.25,3174145269
23/11/2004,3795.18,3807.38,3772.98,3780.09,3310508533
24/11/2004,3798,3798,3754.14,3760.7,2718046566
25/11/2004,3771.36,3802.85,3769.43,3797.59,3476090129
26/11/2004,3783.6,3791.9,3764.31,3782.2,2099456704
29/11/2004,3787.09,3824.6,3780.61,3780.61,2900368213
30/11/2004,3796.13,3796.13,3745.75,3753.75,4126908106
01/12/2004,3751.74,3805.85,3744.36,3796.71,5520116917
02/12/2004,3808.47,3822.25,3796.08,3811.45,5149508907
03/12/2004,3812.42,3824.47,3771.61,3783.51,4099193019
06/12/2004,3765.09,3771.09,3755.68,3767.39,2217248555
07/12/2004,3770.57,3800.49,3763.08,3787.45,2942025885
08/12/2004,3763.51,3782.44,3755.15,3775.04,3024804103
09/12/2004,3760.34,3786,3735.55,3747.46,4394279635
10/12/2004,3768.23,3779.17,3753.68,3768.42,3665012387
13/12/2004,3777.07,3813.69,3775,3805.94,3847038632
14/12/2004,3827.74,3829.8,3803.92,3814.39,4252715564
15/12/2004,3821.75,3825.73,3802.06,3802.99,3407145064
16/12/2004,3805.33,3818.11,3804.12,3810.67,3962500857
17/12/2004,3812.49,3814.77,3742.94,3744.92,6502752558
20/12/2004,3742.82,3776.03,3742.61,3764.04,2946217319
21/12/2004,3758.53,3773.44,3755.55,3770.03,2763988647
22/12/2004,3793.39,3811.3,3789.49,3806.15,2877007322
23/12/2004,3800.43,3822.01,3799.96,3819.68,2184344757
24/12/2004,3816.63,3823.53,3808.19,3822.76,400740211.3
27/12/2004,3812.68,3833.63,3812.02,3817.69,1437339652
28/12/2004,3820.87,3825.31,3808.19,3824.83,1370989204
29/12/2004,3832.21,3838.18,3818.21,3827.16,1275158407
30/12/2004,3838.88,3838.88,3826.3,3827.95,932532507.3
31/12/2004,3820.87,3821.16,3801.78,3821.16,961964531.4
03/01/2005,3830.58,3884.73,3824.05,3855.68,2388545035
04/01/2005,3848.26,3874.47,3845.03,3863.3,3378129172
05/01/2005,3834.07,3845.28,3828.81,3829.36,3210319154
06/01/2005,3831.84,3864.36,3831.05,3856.48,3229038256
07/01/2005,3851.88,3883.92,3848.95,3877.96,3955289156
10/01/2005,3890.39,3890.39,3860.15,3877.82,3178292353
11/01/2005,3897.36,3897.36,3841.25,3848.99,4160685345
12/01/2005,3852.26,3856.7,3804.92,3816.14,4341783040
13/01/2005,3834.9,3844.57,3821.61,3834.11,3423744414
14/01/2005,3821.62,3861.96,3820.93,3854.6,3376679298
17/01/2005,3865.4,3881.44,3861.35,3881.44,2072904802
18/01/2005,3875.16,3877.54,3847.32,3875.02,3651617575
19/01/2005,3883.44,3892.19,3864.66,3869.01,3445622825
20/01/2005,3847.32,3852.63,3834.11,3842.44,3306054160
21/01/2005,3829.16,3857.82,3829.16,3854.19,3018222534
24/01/2005,3840.57,3854.44,3819.95,3848.71,3510304629
25/01/2005,3846.81,3887.18,3844.03,3882.04,3382451020
26/01/2005,3885.72,3892.35,3877.57,3879.82,3177046931
27/01/2005,3892.04,3892.94,3861.66,3891.4,3575492387
28/01/2005,3897.57,3899.42,3868.88,3870.35,3403986430
31/01/2005,3895.9,3913.92,3893.75,3913.69,4846516271
01/02/2005,3914.21,3939.18,3908.8,3939.18,3492412108
02/02/2005,3947.41,3951.72,3935.25,3951.72,3522145464
03/02/2005,3946.02,3953.58,3921.23,3928.94,4398475848
04/02/2005,3942.72,3960.27,3928.42,3958.01,3744337175
07/02/2005,3968.97,3982.67,3968.25,3981.9,3410956003
08/02/2005,3980.72,3984.68,3968.53,3980.77,3557678763
09/02/2005,3986.69,3991.09,3955.67,3969.62,3495874234
10/02/2005,3970.84,3986.81,3956.88,3970.37,3539255294
11/02/2005,3978.3,4016.75,3978.3,4016.75,3799770227
14/02/2005,4013.9,4020.7,3999.54,4012.11,2642465689
15/02/2005,4009.82,4034.01,4003.56,4030.45,3313864517
16/02/2005,4026.75,4030.45,3995.1,4009.02,3683928072
17/02/2005,4011.04,4024.65,4004.2,4005.5,3681772009
18/02/2005,4000.87,4042.27,3999.9,4029.02,5203406216
21/02/2005,4034.19,4040.38,4008.65,4022.62,3961295522
22/02/2005,4019.88,4024.68,3980.55,4002.33,4209287687
23/02/2005,3974.94,3978.66,3951.6,3977.19,4403763718
24/02/2005,3983.59,3985.79,3969.03,3977.67,3851834854
25/02/2005,4000.03,4034.57,4000.03,4034.57,3480872961
28/02/2005,4043.73,4056.69,4027.16,4027.16,3864199401
01/03/2005,4025.84,4067.09,4023.61,4054.98,4220461683
02/03/2005,4060.47,4062.72,4032.99,4062.72,3883567586
03/03/2005,4051.42,4073.68,4050.02,4061.35,3534238372
04/03/2005,4080.15,4091.58,4059.45,4091.58,3312344914
07/03/2005,4094.37,4108,4090.04,4108,3244305645
08/03/2005,4098.38,4103.65,4079.28,4085.38,3670595035
09/03/2005,4091.68,4104.74,4062.86,4066.69,4321834400
10/03/2005,4048.4,4057.6,4033.7,4038.21,4711371798
11/03/2005,4063.45,4067.16,4047.69,4049.18,3014931072
14/03/2005,4046.42,4055.77,4035.78,4048.55,2505835113
15/03/2005,4060.47,4083.41,4059.77,4077.74,3561142692
16/03/2005,4064.18,4074.51,4019.4,4019.4,4287090281
17/03/2005,4020.59,4036.17,4011.21,4032.07,3320600014
18/03/2005,4040.09,4060.78,4034.94,4050.77,6260696489
21/03/2005,4045.97,4059.79,4032.19,4033,2668657049
22/03/2005,4036.26,4051.8,4010.67,4047.18,3691163145
23/03/2005,4009.22,4036.7,4009.01,4032.41,3448675466
24/03/2005,4042.24,4080.9,4036.3,4078.31,3228211084
29/03/2005,4056.43,4082.19,4043.9,4081.65,3503533754
30/03/2005,4060.15,4074.01,4053.65,4064.61,3219428128
31/03/2005,4091.46,4097.07,4064.61,4067.78,3790985114
01/04/2005,4068,4097.05,4062.23,4080.08,3252099471
04/04/2005,4067.81,4067.81,4029.95,4052.32,3041575561
05/04/2005,4074.89,4090.63,4069.55,4087.94,4623567704
06/04/2005,4094.14,4108.51,4093.06,4106.99,4726558729
07/04/2005,4111.51,4130.93,4099.91,4124.37,4498020449
08/04/2005,4134.32,4143.93,4122.61,4124.29,3407143690
11/04/2005,4107,4123.88,4102,4117.62,3841840801
12/04/2005,4112.71,4116.32,4089.17,4096.81,3539669445
13/04/2005,4122.97,4126.52,4114.27,4116.85,3647134546
14/04/2005,4100.63,4126.14,4097.87,4111.11,3925339362
15/04/2005,4083.95,4084.91,4032.28,4032.28,5495731817
18/04/2005,3975.25,3975.25,3930.63,3949.59,5829552582
19/04/2005,3971.73,3973.64,3954.42,3962.39,3833382563
20/04/2005,3979.75,3983.54,3944.31,3950.02,3815840208
21/04/2005,3933.23,3972.57,3933.23,3951.02,4452172210
22/04/2005,3977.75,3985.8,3967.79,3980.18,3309184774
25/04/2005,3973.75,3997.05,3966.1,3993.07,3352750295
26/04/2005,3997.89,4000.12,3970.73,3993.04,3073754306
27/04/2005,3960.04,3978.06,3917.28,3927.68,4597033328
28/04/2005,3940.16,3950.6,3895.42,3911.45,4337607967
29/04/2005,3882.42,3930.59,3882.42,3911.71,3691974808
02/05/2005,3928.71,3945.06,3920.88,3938.77,1919579370
03/05/2005,3953.25,3956.58,3934.72,3955.93,3399380302
04/05/2005,3968.03,3987.63,3950.54,3987.63,3587214025
05/05/2005,3995.2,4025.97,3995.2,4019.35,2456422252
06/05/2005,4020,4041.17,4004.27,4033.46,3116645753
09/05/2005,4028.51,4033.37,4011.46,4020.19,2992236265
10/05/2005,4021.25,4035.65,3990.58,4000.25,3945910710
11/05/2005,3977.99,4009.38,3977.11,3979.53,4611356767
12/05/2005,4010.7,4022.85,4004.43,4015.65,4447614200
13/05/2005,3996.98,4017.89,3990.48,4017.89,4396740843
16/05/2005,3990.46,4015.4,3990.46,4010.98,2284507153
17/05/2005,4022.51,4022.51,3994.79,4006.19,4610120181
18/05/2005,4016.15,4073.15,4016.15,4073.15,5888707815
19/05/2005,4076.64,4091.82,4074.65,4085.98,3612623371
20/05/2005,4088.03,4112.06,4080.44,4096.18,4479158323
23/05/2005,4113.33,4123.94,4100.96,4118.37,3375178577
24/05/2005,4110.09,4112.06,4083.53,4102.06,3834475306
25/05/2005,4097.41,4114.75,4092.32,4100.27,4292208508
26/05/2005,4101.14,4140.48,4101.02,4137.28,6742076701
27/05/2005,4139.75,4142.54,4117.53,4131.83,3737061535
30/05/2005,4108.95,4135.31,4097.96,4134.87,2191519014
31/05/2005,4134.96,4139.07,4120.69,4120.73,5200329607
01/06/2005,4125.85,4178.25,4123.77,4178.25,4062851780
02/06/2005,4180.23,4198.2,4163.64,4183.72,6710559754
03/06/2005,4184.15,4191.5,4157.93,4162.47,3627200687
06/06/2005,4159.87,4167.46,4139.42,4146.47,3640920671
07/06/2005,4153.94,4184.97,4150.28,4180.74,4674524506
08/06/2005,4167.48,4179.88,4161.65,4171.35,4302075455
09/06/2005,4163.98,4164.33,4140.88,4153.71,4757167586
10/06/2005,4175.39,4195.1,4172.21,4184.1,3470720449
13/06/2005,4192.65,4205.72,4179.74,4203.49,2941872916
14/06/2005,4195.52,4202.67,4187.13,4197.74,3481511819
15/06/2005,4205.29,4216.46,4180.01,4184.36,3941410421
16/06/2005,4203.57,4209.22,4184.96,4185.15,5786375308
17/06/2005,4193.06,4246.43,4192.58,4220.91,6315203627
20/06/2005,4213.4,4213.71,4182.67,4193.4,3864106100
21/06/2005,4206.02,4224.97,4205.47,4222.02,3014805376
22/06/2005,4224.12,4242.53,4220.93,4229.55,3684101562
23/06/2005,4236.33,4244.84,4217.02,4240.18,3233047224
24/06/2005,4208.15,4212.07,4192.22,4199.87,3459780265
27/06/2005,4172.96,4178.22,4149.95,4157.68,3611948942
28/06/2005,4167.56,4195.73,4165.19,4194.33,3183926158
29/06/2005,4211.78,4245.36,4207.36,4231.88,4789928757
30/06/2005,4225.54,4254.8,4223.68,4229.35,4392519139
01/07/2005,4224.66,4269.62,4220.75,4269.62,3181973042
04/07/2005,4276.71,4276.71,4258.56,4264.6,2378006825
05/07/2005,4264,4265.25,4231.93,4252.75,3198280497
06/07/2005,4272.64,4292.07,4264,4279.95,3781664409
07/07/2005,4269.56,4269.77,4089.27,4220.62,9716334560
08/07/2005,4264.71,4300.31,4252.07,4300.31,4320243007
11/07/2005,4317.9,4332.99,4313.99,4321.56,3652541012
12/07/2005,4319.86,4330.52,4293.67,4313.78,3994219371
13/07/2005,4318.06,4346.11,4316.15,4343.62,4010174912
14/07/2005,4352.08,4389.49,4348.45,4370.88,3882039989
15/07/2005,4369.96,4383.94,4361.77,4373.77,3932411140
18/07/2005,4381.19,4388.7,4357.5,4363.47,2626295304
19/07/2005,4367.25,4424.25,4367.25,4424.25,7158979458
20/07/2005,4421.21,4435.29,4402.16,4418.39,4600628139
21/07/2005,4435.2,4465.9,4403.57,4425.66,6495145676
22/07/2005,4420.39,4434.11,4396.62,4415.52,4048524578
25/07/2005,4423.23,4431.65,4403.02,4422.12,3281050750
26/07/2005,4424.19,4445.15,4414.59,4420.78,3537723953
27/07/2005,4435.73,4449.35,4428.66,4433.13,3427292046
28/07/2005,4455.78,4472.17,4451.32,4462.26,4638424009
29/07/2005,4473.31,4483.47,4440.32,4451.74,4233485038
01/08/2005,4457.49,4478.72,4448.24,4456.87,2713267049
02/08/2005,4459.89,4503.33,4457.22,4503.33,2905748662
03/08/2005,4501.05,4503.74,4474.66,4495.48,4135850539
04/08/2005,4471.54,4485.51,4444.63,4458.97,3931993497
05/08/2005,4438.49,4466.97,4421.7,4421.7,3657212214
08/08/2005,4437.15,4462.01,4433.02,4441.01,2254399461
09/08/2005,4445.75,4491.69,4437.02,4491.69,3488488254
10/08/2005,4501.7,4527.11,4501.7,4527.11,3876264421
11/08/2005,4513.13,4522.9,4489.66,4509.1,3139977629
12/08/2005,4496.39,4510.4,4467.6,4476.48,2489695031
15/08/2005,4470.41,4485.63,4462.55,4466.58,1385014761
16/08/2005,4483.86,4490.53,4441.55,4444.57,2780609475
17/08/2005,4433.85,4443.27,4410.46,4439.63,3025324814
18/08/2005,4436.62,4441.85,4406.02,4430.07,2887180883
19/08/2005,4433.56,4489.36,4431.27,4487.9,3574076193
22/08/2005,4490.14,4498.04,4478.61,4485.94,2040739941
23/08/2005,4471.87,4472.46,4436.56,4436.56,2814723030
24/08/2005,4428.16,4431.7,4401.2,4424.43,4123271873
25/08/2005,4396.71,4396.71,4369.21,4378.51,3446514922
26/08/2005,4380.14,4392.75,4342.7,4342.7,2914045359
29/08/2005,4319.93,4364.24,4313.34,4361.27,2017555641
30/08/2005,4373.6,4381.68,4356.66,4356.66,2907979361
31/08/2005,4356.72,4400,4356.72,4399.36,5365326294
01/09/2005,4423.7,4437.86,4407.64,4424.15,4662197298
02/09/2005,4414.25,4432.6,4392.74,4404.95,4575868263
05/09/2005,4404.81,4431.63,4404.81,4430.09,2695459632
06/09/2005,4437.71,4472.55,4433.73,4472.55,4099555838
07/09/2005,4489.83,4498.44,4476.05,4486.19,4722839188
08/09/2005,4478.17,4485.85,4453.4,4465.94,4263544542
09/09/2005,4473.4,4495.25,4473.4,4491.68,3265463778
12/09/2005,4504.86,4517.62,4489.71,4491.82,3930448014
13/09/2005,4493.18,4498.46,4453.41,4453.41,4360527710
14/09/2005,4460.17,4478.77,4454.34,4470.43,3762127806
15/09/2005,4461.33,4495.2,4459.27,4479.39,3772319188
16/09/2005,4479.33,4526.93,4476.27,4509.49,9069447270
19/09/2005,4486.21,4522.96,4463.06,4505.68,3386662455
20/09/2005,4516.18,4536.99,4514.83,4531.8,4419431162
21/09/2005,4497.93,4514.49,4466.23,4468.06,4877911906
22/09/2005,4454.77,4462.58,4424.2,4448.15,4872536531
23/09/2005,4458.82,4477.2,4452.42,4477.2,3570598933
26/09/2005,4510.4,4566.92,4510.4,4566.92,5192927854
27/09/2005,4556.05,4562.54,4537.31,4546.8,3687633664
28/09/2005,4563.4,4602.42,4563.4,4599.63,4615720822
29/09/2005,4598.73,4607.43,4576.02,4578.86,3299159203
30/09/2005,4618.9,4620.85,4586.03,4600.02,3592154570
03/10/2005,4610.01,4631.59,4608.1,4622.54,4115039856
04/10/2005,4624.44,4651.11,4606.84,4650.24,4182244933
05/10/2005,4619.4,4625.25,4594.11,4594.11,4921202031
06/10/2005,4546.29,4552.07,4519.65,4536.9,6198323279
07/10/2005,4521.43,4551.69,4514.74,4528.79,4285946686
10/10/2005,4544.05,4561.52,4528.9,4536.22,3047450109
11/10/2005,4536.09,4570.49,4535.92,4549.68,3835185739
12/10/2005,4530.19,4543.96,4509.63,4515.05,3629221727
13/10/2005,4500.73,4513.31,4452.2,4470.13,4521012452
14/10/2005,4456.49,4500.06,4445.83,4482.13,5107856571
17/10/2005,4498.51,4507.35,4485.14,4489.21,3520257723
18/10/2005,4494.99,4502.01,4452.9,4461.14,4236003195
19/10/2005,4418.37,4431.04,4373.05,4375.09,5777957592
20/10/2005,4436.54,4445.32,4383.75,4390.66,4390149526
21/10/2005,4354.39,4391.21,4354.39,4366.52,4859628480
24/10/2005,4371.95,4421.97,4362.74,4421.97,3114710310
25/10/2005,4440.72,4441.75,4396.99,4396.99,3866753607
26/10/2005,4400.82,4433.48,4392.6,4412.7,3923034185
27/10/2005,4375.75,4383.53,4329.46,4336.41,5413257164
28/10/2005,4320.3,4348.2,4288.15,4326.71,4547579053
31/10/2005,4373.04,4436.45,4373.04,4436.45,4023385064
01/11/2005,4432.91,4450.12,4421.75,4434.75,3405915799
02/11/2005,4424.08,4449.12,4398.64,4429.65,4308187193
03/11/2005,4454.57,4502.62,4449.03,4502.02,4731333118
04/11/2005,4497.27,4506.27,4476.42,4498.7,4210864216
